0.000845848,0.00085684,0.000790237,0.000775121
0.000865979,0.000887126,0.000927667,0.000849696
0.000519497,0.0005112,0.000524619,0.0005492
0.00045421,0.000435171,0.000452599,0.000480938
0.000338964,0.00031787,0.000316215,0.000345834
0.00019716,0.000203447,0.000194141,0.000184366
0.000191531,0.000202904,0.000199753,0.000184492
3.80118e-05,4.8375e-05,3.95775e-05,4.70708e-05
0.00130105,0.00130407,0.0012942,0.00129027
0.000291106,0.000294887,0.000271979,0.000266773
0.000256437,0.000262711,0.000274705,0.000251625
0.000195051,0.000191946,0.000196987,0.000206206
0.000173243,0.000165981,0.000172636,0.000183446
0.000148005,0.000138803,0.000138078,0.000151012
0.00010057,0.00010378,9.9037e-05,9.40466e-05
8.49046e-05,8.99513e-05,8.85481e-05,8.17905e-05
1.53951e-05,1.95922e-05,1.60291e-05,1.90636e-05
0.000318537,0.000322678,0.000297602,0.000291912
0.000343983,0.000352381,0.000368474,0.000337517
0.000223299,0.000219731,0.000225494,0.00023606
0.000206883,0.000198212,0.00020615,0.000219051
0.00014307,0.000134173,0.000133472,0.000145971
9.19003e-05,9.48332e-05,9.0499e-05,8.59421e-05
0.000102891,0.000109005,0.000107304,9.91081e-05
1.37455e-05,1.74924e-05,1.43116e-05,1.70207e-05
