0.000801244,0.000815634,0.00078566,0.000838857,0.000916313
0.000891158,0.000856117,0.000865628,0.00083537,0.000933542
0.000516835,0.000510459,0.000528929,0.000524951,0.000552697
0.000445917,0.000468659,0.000450772,0.000456147,0.000460034
0.000332504,0.000338533,0.000334406,0.00032977,0.000310663
0.000196243,0.000200326,0.00020184,0.00021195,0.000167955
0.000205354,0.000196103,0.00020166,0.000192686,0.000164316
4.56973e-05,4.46805e-05,4.87632e-05,4.33581e-05,2.58379e-05
0.00129503,0.00129612,0.00129182,0.00129866,0.0013153
0.000275758,0.000280705,0.000270402,0.000288703,0.000315353
0.000263895,0.000253529,0.000256343,0.000247395,0.000276437
0.000194061,0.00019166,0.000198598,0.000197112,0.000207521
0.000170078,0.000178751,0.000171943,0.000173985,0.000175466
0.000145186,0.00014782,0.000146019,0.000144004,0.000135659
0.000100107,0.000102189,0.000102963,0.000108113,8.56714e-05
9.10295e-05,8.69357e-05,8.93944e-05,8.54165e-05,7.28382e-05
1.85075e-05,1.80953e-05,1.97489e-05,1.75608e-05,1.04646e-05
0.000301741,0.00030716,0.000295882,0.000315908,0.000345064
0.000353987,0.000340068,0.000343855,0.000331847,0.000370807
0.00022216,0.000219404,0.000227344,0.000225645,0.000237555
0.000203103,0.000213456,0.000205316,0.00020776,0.000209528
0.000140348,0.000142895,0.000141148,0.000139198,0.000131135
9.14784e-05,9.33737e-05,9.40852e-05,9.87911e-05,7.82866e-05
0.000110313,0.000105348,0.000108329,0.000103515,8.82663e-05
1.65244e-05,1.61564e-05,1.76334e-05,1.56785e-05,9.34375e-06
