0.00530747,0.00161781,0.000621207,2.00511e-05
0.00270921,0.00159343,0.000634011,0.000127873
0.000915081,0.00111278,0.000621716,0.000183105
0.000320744,0.00101264,0.000751139,0.000335429
0.000155773,0.000767947,0.000785655,0.000617027
2.59191e-05,0.00038352,0.00066161,0.000710677
9.93522e-06,0.000288083,0.000943892,0.00146133
0,6.74232e-05,0.000816419,0.00200455
0.00323975,0.00258826,0.00243287,0.00242852
0.00182236,0.000556504,0.000213825,6.9047e-06
0.000801719,0.000471615,0.000187784,3.78863e-05
0.000343506,0.000417758,0.00023342,6.87643e-05
0.00012235,0.000386185,0.000286445,0.000127952
6.8025e-05,0.000335245,0.000343049,0.000269393
1.32225e-05,0.000195617,0.00033745,0.000362423
4.40456e-06,0.000127701,0.000418248,0.000647517
0,2.7306e-05,0.000330506,0.000810924
0.0019943,0.000608949,0.000233972,7.55484e-06
0.00107553,0.000632669,0.000251884,5.08166e-05
0.000393255,0.000478251,0.00026722,7.87174e-05
0.000146099,0.000461169,0.000342069,0.000152789
6.57595e-05,0.000324063,0.000331608,0.000260403
1.20827e-05,0.000178753,0.000308362,0.000331175
5.3378e-06,0.00015475,0.000506893,0.000784742
0,2.43803e-05,0.000295083,0.000723978
