0.00187202,0.00175999,0.00179667,0.00183279,0.00203034
0.00133825,0.00134307,0.0013918,0.00141984,0.00150763
0.000825354,0.000833228,0.000805517,0.000835233,0.000995869
0.000694494,0.000718405,0.000809842,0.000791537,0.000769823
0.000648972,0.000674305,0.000613219,0.000654615,0.000657749
0.000408477,0.000422914,0.000472395,0.000436055,0.000412209
0.000580389,0.000590091,0.000537389,0.000524423,0.000385823
0.000532474,0.000476766,0.000419042,0.000386832,0.00029235
0.00265633,0.00263088,0.00263361,0.00263859,0.00267244
0.000644074,0.000605544,0.000618135,0.000630516,0.000698406
0.000396249,0.000397671,0.000412099,0.000420377,0.000446373
0.000309871,0.00031283,0.000302442,0.000313581,0.000373864
0.000264887,0.000273996,0.000308861,0.000301875,0.00029361
0.00028335,0.00029441,0.000267748,0.000285809,0.000287187
0.000208351,0.000215717,0.000240957,0.000222413,0.000210259
0.000257245,0.000261543,0.000238194,0.00023244,0.000171019
0.000215598,0.000193044,0.000169679,0.000156638,0.000118387
0.000704771,0.000662608,0.000676391,0.000689945,0.000764231
0.00053153,0.000533435,0.00055279,0.000563906,0.00059877
0.00035474,0.000358125,0.000346233,0.000358988,0.000427998
0.000316314,0.000327192,0.000368827,0.000360487,0.000350618
0.000273905,0.000284591,0.000258821,0.000276282,0.000277611
0.000190391,0.000197124,0.000220182,0.000203237,0.000192133
0.000311745,0.000316957,0.000288658,0.000281688,0.000207248
0.000192494,0.000172357,0.000151494,0.000139852,0.000105701
