0.0024659,0,0,0
0.00263634,0,0,0
0,0.00152059,0,0
0,0.0013171,0,0
0,0,0.00153088,0
0,0,0.000907176,0
0,0,0,0.00186928
0,0,0,0.000410163
0.00166135,0.00110506,0.00117205,0.0010345
0.00084773,0,0,0
0.000779712,0,0,0
0,0.000570568,0,0
0,0.000502094,0,0
0,0,0.000668024,0
0,0,0.000462573,0
0,0,0,0.000827892
0,0,0,0.000166077
0.000927675,0,0,0
0.0010461,0,0,0
0,0.000653227,0,0
0,0.000599617,0,0
0,0,0.000645749,0
0,0,0.000422711,0
0,0,0,0.00100338
0,0,0,0.000148286
