0.0102 0.0135 0.0125 0.0187 0.0190
0.0557 0.0575 0.0570 0.1014 0.1066
0.0436 0.0628 0.0499 0.0439 0.0867
0.0284 0.0212 0.0082 0.0248 0.0061
